part_number,manufacturer,condition,price,quantity,status,description
010-02905-40,Garmin,NEW,1086.65,6,ON-SITE,Garmin Fenix 8 3.56 cm (1.4 ) AMOLED 51 mm Digital 454 x 454 pixels Touchscreen Titanium Wi-Fi GPS (satellite)
010-02785-03,Garmin,NEW,309.84,5,ON-SITE,Garmin Venu 3S 3.05 cm (1.2 ) AMOLED 41 mm Digital 390 x 390 pixels Touchscreen Gold Rose Wi-Fi GPS (satellite)
010-02903-00,Garmin,NEW,770.82,5,ON-SITE,Garmin Fenix 8 3.3 cm (1.3 ) AMOLED 43 mm Digital 416 x 416 pixels Touchscreen Silver Wi-Fi GPS (satellite)
010-02985-00,Garmin,NEW,265.19,5,ON-SITE,Garmin vívoactive 6 3.05 cm (1.2 ) AMOLED 42 mm Digital 390 x 390 pixels Touchscreen Black Wi-Fi GPS (satellite)
010-02980-03,Garmin,NEW,576.04,5,ON-SITE,Garmin Venu X1 5.08 cm (2 ) AMOLED Digital 448 x 486 pixels Touchscreen Grey Wi-Fi GPS (satellite)
010-02969-10,Garmin,NEW,656.09,5,ON-SITE,Garmin Forerunner 970 3.56 cm (1.4 ) AMOLED Digital 454 x 454 pixels Touchscreen Black Yellow Wi-Fi GPS (satellite)
010-03198-01,Garmin,NEW,1087.37,5,ON-SITE,Garmin fenix 8 Pro 3.56 cm (1.4 ) AMOLED 47 mm Digital 454 x 454 pixels Touchscreen Grey Wi-Fi GPS (satellite)
010-03406-01,Garmin,NEW,1345.16,5,ON-SITE,Garmin Tactix 8 51mm AMOLED Black
010-02906-21,Garmin,NEW,858.75,4,ON-SITE,Garmin fenix 8 3.3 cm (1.3 ) 47 mm Digital 260 x 260 pixels Touchscreen Titanium Wi-Fi GPS (satellite)
010-02906-11,Garmin,NEW,835.76,4,ON-SITE,Garmin fenix 8 3.3 cm (1.3 ) 47 mm Digital 260 x 260 pixels Touchscreen Titanium Wi-Fi GPS (satellite)
010-03020-00,Garmin,NEW,389.21,4,ON-SITE,Garmin Instinct 3 AMOLED 3.3 cm (1.3 ) 50 mm Digital 416 x 416 pixels Touchscreen Black GPS (satellite)
010-02810-12,Garmin,NEW,351.86,4,ON-SITE,Garmin Forerunner 265 3.3 cm (1.3 ) AMOLED 46 mm Digital 416 x 416 pixels Touchscreen Black Blue Wi-Fi GPS (satellite)
010-02805-00,Garmin,NEW,252.5,4,ON-SITE,Garmin Instinct 2X Solar 2.79 cm (1.1 ) MIP 50 mm Digital 176 x 176 pixels Touchscreen Graphite GPS (satellite)
010-02785-01,Garmin,NEW,352.74,3,ON-SITE,Garmin Venu 3S 3.05 cm (1.2 ) AMOLED 41 mm Digital 390 x 390 pixels Touchscreen Grey Silver Wi-Fi GPS (satellite)
010-02985-02,Garmin,NEW,246.32,3,ON-SITE,Garmin vívoactive 6 3.05 cm (1.2 ) AMOLED 42 mm Digital 390 x 390 pixels Touchscreen Green Wi-Fi GPS (satellite)
010-03405-01,Garmin,NEW,1230.02,3,ON-SITE,Garmin Tactix 8 47mm AMOLED Black
010-03407-01,Garmin,NEW,1345.16,2,ON-SITE,Garmin Tactix 8 51mm SOLAR Black
010-02805-03,Garmin,NEW,341.34,2,ON-SITE,Garmin Instinct 2X Solar Tactical Edition 2.79 cm (1.1 ) MIP 50 mm Digital 176 x 176 pixels Touchscreen Black GPS (satellite)
010-02931-01,Garmin,NEW,790.03,2,ON-SITE,Garmin tactix 7 3 56 cm (1.4 ) MIP 51 mm Digital Watch 280 x 280 px Touchscreen Wi-Fi GPS Black
SS050978000,Suunto,NEW,477.94,2,ON-SITE,Suunto Vertical Solar 3.56 cm (1.4 ) Dot-matrix 49 mm 280 x 280 pixels Touchscreen Black GPS (satellite)
010-02863-21,Garmin,NEW,213.79,2,ON-SITE,Garmin Forerunner 165 3.05 cm (1.2 ) AMOLED Digital 390 x 390 pixels Touchscreen Grey GPS (satellite)
010-02904-00,Garmin,NEW,729.74,1,ON-SITE,Garmin Fenix 8 3.56 cm (1.4 ) AMOLED 47 mm Digital 454 x 454 pixels Touchscreen Black Wi-Fi GPS (satellite)
010-02903-21,Garmin,NEW,852.25,1,ON-SITE,Garmin fenix 8 3.3 cm (1.3 ) AMOLED 43 mm Digital 416 x 416 pixels Touchscreen Black Wi-Fi GPS (satellite)
010-02904-11,Garmin,NEW,906.09,1,ON-SITE,Garmin fenix 8 3.56 cm (1.4 ) AMOLED 47 mm Digital 454 x 454 pixels Touchscreen Graphite Wi-Fi GPS (satellite)
SS051104000,Suunto,NEW,375.12,1,ON-SITE,Suunto Race S 3.35 cm (1.32 ) AMOLED 45 mm Digital 466 x 466 pixels Touchscreen Graphite GPS (satellite)
010-04307-00,Garmin,NEW,208.22,1,ON-SITE,Garmin Forerunner 70 3.05 cm (1.2 ) AMOLED 43 mm Digital 390 x 390 pixels Touchscreen Black GPS (satellite)
010-03199-01,Garmin,NEW,934.6,1,ON-SITE,Garmin fenix 8 Pro 3.56 cm (1.4 ) AMOLED 51 mm Digital 454 x 454 pixels Touchscreen Black Grey Titanium Wi-Fi GPS (satellite)
5121,Salta,NEW,38.78,10,ON-SITE,Salta Techniq Children Freestanding
5837A,Salta,NEW,291.57,7,ON-SITE,Salta Premium Ground - 214 x 305 cm recreational/backyard trampoline
5374G,Salta,NEW,741.87,3,ON-SITE,Salta First Class - 427 cm recreational/backyard trampoline
5263A,Salta,NEW,286.55,3,ON-SITE,SALTA Cosmos 427 cm Trampoline black
5366A,Salta,NEW,621.31,2,ON-SITE,Salta Trampoline Royal Baseground - 396x244cm
5854A,Salta,NEW,494.22,1,ON-SITE,Premium Ground Combo 396cm Trampoline Black
T-TC9638,TOPEAK,NEW,29.26,2,ON-SITE,Fender Topeak Set Defender SET M1&XC11 27 5-29
010-03023-01,Garmin,NEW,540.58,9,ON-SITE,Edge 850 Device Only Garmin
EPDEH500,SHIMANO,NEW,50.4,3,ON-SITE,Shimano PD-EH500 bicycle spare part/accessory
A9719381,ALPINA,NEW,49.72,3,ON-SITE,Bike helmet Alpina MTB17 dark blue & neon 58-61
A9719330,ALPINA,NEW,49.69,2,ON-SITE,Bike helmet Alpina MTB17 black 58-61
T-TJB-M2B,TOPEAK,NEW,27.3,3,ON-SITE,Hand Pump Topeak Joe Blow MAX HP Black
T-TJB-UE1,TOPEAK,NEW,24.34,1,ON-SITE,Hand Pump Topeak Joe Blow MAX HP Black
T-TBP-ML5B,TOPEAK,NEW,33.16,10,ON-SITE,Bike Bag Topeak Loader Midloader (under frame 4.5 litres)
T-TT9635B2,TOPEAK,NEW,65.54,6,ON-SITE,Topeak MTX TrunkBag DXP 2.0 (with sides) new 2024 (04.2024)
YCC0/10/180/2,Yale,NEW,5.6,4,ON-SITE,Bicycle cable with combination lock -YCC0/10/180/2 Black
YCK0/10/60/2,Yale,NEW,3.81,4,ON-SITE,Keyed bicycle cable 10 mm - YCK0/10/60/2 Black
YCK0/12/200/2,Yale,NEW,7.66,3,ON-SITE,12 mm steel keyed bicycle cable - YCK0/12/200/2 Black
F3 D,Segway,NEW,528.75,15,ON-SITE,Ninebot by Segway F3 D Black
E2 PRO D,Segway,NEW,317.74,10,ON-SITE,Segway-Ninebot KickScooter Electric Scooter E2 Pro Grey 20 km/h
MAX G3 D,Segway,NEW,828.98,4,ON-SITE,Segway-Ninebot KickScooter electric scooter Max G3 D Black
230415,KETER,NEW,30.28,200,ON-SITE,SHERWOOD STORAGE BOX 270 L KETER garden box
249384,KETER,NEW,34.8,77,ON-SITE,Keter 249384 storage box Rectangular Resin Light grey
230403,KETER,NEW,30.06,20,ON-SITE,SHERWOOD STORAGE BOX 270 L KETER garden box
151608,VILEDA,NEW,5.61,110,ON-SITE,Spin Mop Refill Vileda Turbo 2in1
52106,LEIFHEIT,NEW,22.03,87,ON-SITE,LEIFHEIT 52106 mop Cotton Fiber Dry&wet Blue White
166142,VILEDA,NEW,9.52,83,ON-SITE,Spin Mop Refill Vileda Turbo 2in1 2 pc(s)
173655,VILEDA,NEW,6.15,48,ON-SITE,Mop Refill Vileda 1-2 Spray Max
167964,VILEDA,NEW,3.24,35,ON-SITE,Mop Refill Vileda Soft
141626,VILEDA,NEW,7.37,32,ON-SITE,Mop Refill Vileda UltraMax Micro & Cotton
157919,VILEDA,NEW,4.64,13,ON-SITE,Mop Refill Vileda Microfibre & Power
167968,VILEDA,NEW,3.71,12,ON-SITE,Mop Refill Vileda 3Action Velour XL
157870,VILEDA,NEW,12.28,10,ON-SITE,Bucket with Wringer Vileda UltraMax
152623,VILEDA,NEW,5.27,8,ON-SITE,Spin Mop Refill Vileda TURBO Classic
180853,VILEDA,NEW,12.42,2,ON-SITE,Vileda Steam Plus XXL Sensitive steam mop refill
140995,VILEDA,NEW,5.65,1,ON-SITE,Vileda Pet Pro hair and coat mop refill
2.863-197.0,KARCHER,NEW,17.09,28,ON-SITE,Kärcher 2.863-197.0 vacuum accessory/supply
2.863-198.0,KARCHER,NEW,19.64,24,ON-SITE,Kärcher 2.863-198.0 vacuum accessory/supply
179434,VILEDA,NEW,5.94,17,ON-SITE,Vileda dustpan with long handle + 1 Flex&Catch refill
179432,VILEDA,NEW,4.21,15,ON-SITE,Vileda dustpan with short handle + 2 Flex&Catch refills
177664,VILEDA,NEW,5.09,11,ON-SITE,Vileda Flex&Catch dustpan refills 5 pcs.
177662,VILEDA,NEW,8.29,2,ON-SITE,Vileda Flex&Catch dustpan refills 10 pcs.
159520,VILEDA,NEW,19.62,17,ON-SITE,Window Squeegee with Pole Vileda
55096,LEIFHEIT,NEW,45.66,200,ON-SITE,Leifheit Profi Mop XL with bucket on wheels
155737,VILEDA,NEW,25.89,102,ON-SITE,Mop & Bucket System Vileda Ultramax Box
55092,LEIFHEIT,NEW,33.94,99,ON-SITE,Leifheit 55092 mop Microfibre 8000 ml Dry&wet Microfiber Blue Grey
56796,LEIFHEIT,NEW,19.27,90,ON-SITE,Leifheit Classic mop
56792,LEIFHEIT,NEW,18.99,86,ON-SITE,Leifheit 56792 mop Metal Plastic Viscose Turquoise White
173502,VILEDA,NEW,21.32,84,ON-SITE,Mop Vileda 1-2 Spray Max Box
52110,LEIFHEIT,NEW,22.06,81,ON-SITE,Leifheit Power mop
142593,VILEDA,NEW,5.51,37,ON-SITE,Mop Vileda Supermocio Soft
52102,LEIFHEIT,NEW,33.97,37,ON-SITE,LEIFHEIT Clean Twist Mop Ergo mobile mopping system/bucket Single tank Blue
52001,LEIFHEIT,NEW,9.97,37,ON-SITE,Leifheit 52001 can/pail 2.5 L
177842,VILEDA,NEW,34.4,36,ON-SITE,Vileda Turbo Deep Clean rotary mop
173657,VILEDA,NEW,20.77,20,ON-SITE,Vileda 1-2 Spray MAX spray mop Red White
52101,LEIFHEIT,NEW,29.03,17,ON-SITE,Leifheit Clean Twist Disc mop
155741,VILEDA,NEW,15.54,13,ON-SITE,Mop Vileda Ultramax
52120,LEIFHEIT,NEW,42.12,11,ON-SITE,Leifheit 52120 mop Blue Green
55023,LEIFHEIT,NEW,24.35,10,ON-SITE,Leifheit Profi Cotton Plus mop Fiber Grey Turquoise White
140008,VILEDA,NEW,6.66,9,ON-SITE,Mop Vileda 3Action Velour XL
160474,VILEDA,NEW,7.68,5,ON-SITE,Mop Vileda Microfibre And Power
2244850,YANKEE home,NEW,8.95,15,ON-SITE,Elektrischer Lufterfrischer – Starterset BLACK CHERRY YANKEE
2244854,YANKEE home,NEW,8.9,8,ON-SITE,Elektrischer Lufterfrischer – Starterset PINK SANDS YANKEE
177720,VILEDA,NEW,1.63,47,ON-SITE,Vileda Dermo Plus ‘M’ Gloves Green Cotton Nitrile
167394,VILEDA,NEW,1.15,45,ON-SITE,Gloves Vileda Extra Sensation M
166565,VILEDA,NEW,1.01,14,ON-SITE,Gloves Vileda Universal M
179652,VILEDA,NEW,7.56,14,ON-SITE,Vileda Multi Latex 100 Disposable gloves Beige 100 pc(s)
167395,VILEDA,NEW,1.18,8,ON-SITE,Vileda Extra Sensation Household gloves Green Cotton Latex 1 pc(s)
166564,VILEDA,NEW,0.99,2,ON-SITE,Gloves Vileda Universal S
179705,VILEDA,NEW,1.59,2,ON-SITE,Vileda Natural Latex gloves size S/M 10 pairs
179707,VILEDA,NEW,1.59,1,ON-SITE,Vileda Natural Latex gloves size M/L 10 pairs
183298,VILEDA,NEW,2.26,63,ON-SITE,Vileda Actifibre Pro glass and window cloth 1 piece
168863,VILEDA,NEW,1.66,36,ON-SITE,Cleaning Coth Vleda Microfibre 1 pc(s)
151991,VILEDA,NEW,2.52,32,ON-SITE,Floor Cloth Vileda Microfibre Colors 1 pc(s)
171800,VILEDA,NEW,2.19,11,ON-SITE,Cleaning Cloth Vileda window's Actifibre 1 pc(s)
179370,VILEDA,NEW,2.47,11,ON-SITE,Universal cloth with enzymes Vileda Pro Clean 4 pcs.
171805,VILEDA,NEW,1.92,4,ON-SITE,Cloth Vileda Actifibre Soft 1 pc(s)
162401,VILEDA,NEW,1.83,3,ON-SITE,Window Cloth Vileda 1 pc(s)
167602,VILEDA,NEW,2.77,2,ON-SITE,Cleaning Cloth Vileda Microfibre Ultra Fresh 3 pcs.
168876,VILEDA,NEW,1.71,1,ON-SITE,Kitchen Cleaning Cloth Vileda 2in1
159616,VILEDA,NEW,3.24,1,ON-SITE,Cleaning Cloth Vileda Microfibre Cloth Colors Extra Large 4 pcs
179229,VILEDA,NEW,1.97,1,ON-SITE,Universal cloth with enzymes Vileda Pro Clean 2 pcs.
4260083464021,NIVONA,NEW,22.98,200,ON-SITE,NIVONA CLEAN 3 BOX Coffee machine cleaning kit Descaler/ Tablets/ Liquid
6.295-772.0,KARCHER,NEW,4.5,200,ON-SITE,Kärcher 6.295-772.0 glass cleaner Spray bottle 500 ml
6.295-771.0,KARCHER,NEW,6.97,190,ON-SITE,Kärcher RM519 Fast Dry Liquid Carpet Cleaner all-purpose cleaner 1000 ml
15-DLQ12-1,URNEX,NEW,7.91,107,ON-SITE,Urnex Descaler 1000ml
RM 503   6.295-302,KARCHER,NEW,3.65,90,ON-SITE,KARCHER GLASS CLEANER RM 503 (6.295-302.0) 4X20ML
BBZWDSET,BOSCH,NEW,6.35,30,ON-SITE,Bosch BBZWDSET vacuum accessory/supply Cleaning solution Cylinder vacuum
6.295-943.0,KARCHER,NEW,6.96,20,ON-SITE,Kärcher 6.295-943.0 floor cleaner/restorer Liquid (concentrate)
6.296-236.0,KARCHER,NEW,7.68,12,ON-SITE,Glass cleaner KARCHER RM 500 0.5l (6.296-236.0)
6.295-769.0,KARCHER,NEW,14.42,12,ON-SITE,Kärcher 6.295-769 pressure washer accessory Car cleaning kit
płyn Brava jet,IROBOT,NEW,16.17,7,ON-SITE,Jet liquid (ready to use) iRobot Braava Combo
128762,VILEDA,NEW,7.91,40,ON-SITE,Broom VILEDA Profiled 2in1 (red)
175565,VILEDA,NEW,5.86,23,ON-SITE,Broom Refill Vileda DuActiva
143782,VILEDA,NEW,8.39,23,ON-SITE,Universal Broom Vileda Classica 2-in-1
128763,VILEDA,NEW,8.51,19,ON-SITE,Broom VILEDA 2in1 Garden Outdoor (red/yellow)
174000,VILEDA,NEW,10.5,16,ON-SITE,Vileda Always Clean PET PRO Brush
169342,VILEDA,NEW,5.57,14,ON-SITE,Broom Refill Vileda 3Action
136082,VILEDA,NEW,9.86,7,ON-SITE,Parquet Brush Vileda 2in1
169474,VILEDA,NEW,1.16,54,ON-SITE,Sponge Scourer Vileda Pur Active 2 pc(s)
173845,VILEDA,NEW,0.89,41,ON-SITE,Sponge Scourer Vileda Tip-Top 5 pcs.
168527,VILEDA,NEW,1.31,31,ON-SITE,Viscose Sponge Vileda Glitzi Always Clean 2 pcs.
138203,VILEDA,NEW,1.44,23,ON-SITE,Profiled Sponge Vileda Glitzi Plus 3 pc(s)
105715,VILEDA,NEW,1.37,9,ON-SITE,Vileda Miraclean Magic Sponge 4-pack
179246,VILEDA,NEW,1.42,6,ON-SITE,Vileda Pro Clean enzyme profiled scourer 3 pcs.
182810,VILEDA,NEW,2.25,5,ON-SITE,Vileda Punch All-Purpose Sponge – Apple 1 piece
179254,VILEDA,NEW,0.91,3,ON-SITE,Vileda Pro Clean enzyme scourer 2 pcs.
116514,VILEDA,NEW,1.53,1,ON-SITE,Profiled Sponge Scourer Vileda Pur Active 2 pcs.
182804,VILEDA,NEW,2.25,1,ON-SITE,Vileda Punch Flexible Sponge Lemon 1 pc.
5125,Salta,NEW,114.98,29,ON-SITE,Football goal with training screen Salta Legend 220 x 170 x 80 cm
5123,Salta,NEW,72.84,11,ON-SITE,Football goal with training screen Salta Legend 180 x 120 x 60 cm
5120,Salta,NEW,68.11,1,ON-SITE,Salta Challenge folding football goals 100 x 60 x 60 cm 2 pcs.
88107,Medisana,NEW,6.91,8,ON-SITE,Medisana GP 103 Hot/Cold Gel Shoulder Compress
88105,Medisana,NEW,7.41,8,ON-SITE,Medisana GP 105 Hot/Cold Gel Compress for the Leg
88101,Medisana,NEW,8.68,6,ON-SITE,Medisana GP 101 Hot/Cold Gel Neck Compress
SRWAAARAC0206,Action,NEW,2883.84,1,ON-SITE,Solar E 110 S10 4245P/16GB/2x480SSD/500W
SRWAAARAC0080,Action,NEW,2843.89,1,ON-SITE,Solar E 110 S10 E-2436/32GB/4x3 84NVMe/350W/3Y D2D
C7976A,Hewlett Packard Enterprise,NEW,40.68,4,ON-SITE,HPE LTO-6 Ultrium 6.25TB RW Data Cartridge
239985,KETER,NEW,56.39,70,ON-SITE,Jobmade workbench KETER
U6+,UBIQUITI,NEW,100.35,276,ON-SITE,Ubiquiti U6+ wireless access point 2402 Mbit/s White Power over Ethernet (PoE)
UAP-AC-PRO,UBIQUITI,NEW,137.02,219,ON-SITE,Ubiquiti UAP-AC-PRO wireless access point 1300 Mbit/s White Power over Ethernet (PoE)
U7-Pro,UBIQUITI,NEW,177.91,200,ON-SITE,Ubiquiti UniFi U7 Pro 5400 Mbit/s Wi-Fi Access Point 7 white PoE+
U7-Lite,UBIQUITI,NEW,96.04,200,ON-SITE,Ubiquiti U7 Lite 4300 Mbit/s White Power over Ethernet (PoE)
U7-Pro-Max,UBIQUITI,NEW,273.56,157,ON-SITE,Ubiquiti U7 Pro Max 5700 Mbit/s White Power over Ethernet (PoE)
WAX300H-EU0101F,ZyXEL,NEW,167.36,147,ON-SITE,Access point Zyxel WAX300H 2400 Mbit/s White (PoE+)
U7-PRO-XGS,UBIQUITI,NEW,292.44,59,ON-SITE,Ubiquiti U7 Pro XGS 8600 Mbit/s White Power over Ethernet (PoE)
U7-LR,UBIQUITI,NEW,151.03,51,ON-SITE,Ubiquiti U7 Long-Range 7300 Mbit/s White Power over Ethernet (PoE)
U7-PRO-XGS-B,UBIQUITI,NEW,292.41,47,ON-SITE,Ubiquiti U7 Pro XGS 8600 Mbit/s Black Power over Ethernet (PoE)
U7-IW,UBIQUITI,NEW,144.48,37,ON-SITE,Ubiquiti U7 In-Wall 4300 Mbit/s White Power over Ethernet (PoE)
U7-PRO-OUTDOOR,UBIQUITI,NEW,275.63,33,ON-SITE,Ubiquiti U7 Pro Outdoor 8600 Mbit/s White Power over Ethernet (PoE)
U7-PRO-XG-B,UBIQUITI,NEW,196.38,31,ON-SITE,Ubiquiti U7 Pro XG 5800 Mbit/s Black Power over Ethernet (PoE)
U7-PRO-XG,UBIQUITI,NEW,202.73,28,ON-SITE,Ubiquiti U7 Pro XG 5800 Mbit/s White Power over Ethernet (PoE)
NWA50AXPRO-EU0102F,ZyXEL,NEW,75.9,26,ON-SITE,Zyxel NWA50AX PRO 2400 Mbit/s White Power over Ethernet (PoE)
U7-Pro-Wall,UBIQUITI,NEW,193.98,23,ON-SITE,Ubiquiti U7 Pro Wall 5700 Mbit/s White Power over Ethernet (PoE)
WBE510D-EU0101F,ZyXEL,NEW,269.02,20,ON-SITE,Zyxel WBE510D 5764 Mbit/s White Power over Ethernet (PoE)
NWA55BE-EU0102F,ZyXEL,NEW,142.14,20,ON-SITE,Zyxel NWA55BE 5100 Mbit/s White Power over Ethernet (PoE)
NWA110BE-EU0101F,ZyXEL,NEW,153.95,11,ON-SITE,Zyxel NWA110BE 5764 Mbit/s White Power over Ethernet (PoE)
U6-IW,UBIQUITI,NEW,185.23,10,ON-SITE,Ubiquiti Unifi 6 In-Wall 4800 Mbit/s White Power over Ethernet (PoE)
E7,UBIQUITI,NEW,491.7,9,ON-SITE,Ubiquiti E7 wireless access point 11500 Mbit/s White Power over Ethernet (PoE)
NWA90AXPRO-EU0102F,ZyXEL,NEW,104.27,5,ON-SITE,Access point Zyxel NWA90AX PRO 2400 Mbit/s PoE+/PoE++
NWA55AXPRO-EU0102F,ZyXEL,NEW,123.21,5,ON-SITE,Access Point Wi-Fi 6 Zyxel NWA55AXEPRO AX3000 2.4GHz(2x2)/5GHz(2x2) PoE+ 1x1G Outdoor IP55 Standalone/Nebula Cloud Managed zasilacz w kpl.
NWA130BE-EU0101F,ZyXEL,NEW,187.53,2,ON-SITE,Zyxel NWA130BE-EU0101F wireless access point 5764 Mbit/s White Power over Ethernet (PoE)
WBE630S-EU0101F,ZyXEL,NEW,384.79,2,ON-SITE,Zyxel WBE630S 11530 Mbit/s White Power over Ethernet (PoE)
U6-Pro,UBIQUITI,NEW,158.01,1,ON-SITE,Ubiquiti U6-PRO wireless access point 4800 Mbit/s White Power over Ethernet (PoE)
Loco5AC,UBIQUITI,NEW,44.77,180,ON-SITE,Ubiquiti NanoStation 5AC Loco 1000 Mbit/s White Power over Ethernet (PoE)
LocoM2,UBIQUITI,NEW,43.13,40,ON-SITE,Ubiquiti NanoStation M2 150 Mbit/s White Power over Ethernet (PoE)
SXTR&R11e-LTE7,MikroTik,NEW,86.28,27,ON-SITE,Mikrotik SXT LTE7 kit Cellular network modem/router
NSM2,UBIQUITI,NEW,80.34,26,ON-SITE,Ubiquiti NanoStation M2 Network bridge White
NBE-5AC-GEN2,UBIQUITI,NEW,89.54,26,ON-SITE,Ubiquiti NanoBeam 5AC Gen 2 Network bridge 450 Mbit/s White
PBE-5AC-Gen2,UBIQUITI,NEW,109.75,19,ON-SITE,Ubiquiti PowerBeam ACGen2 450 Mbit/s White
SXTsq-5axD,MikroTik,NEW,49.2,4,ON-SITE,Mikrotik SXTsq 5 ax (SXTsq-5axD)
FOA-LC-SMD,ALANTEC,NEW,0.68,15,ON-SITE,SM LC duplex adapter
FOA-SCA-SMS,ALANTEC,NEW,0.24,8,ON-SITE,SM SC/APC simplex adapter
FOP-1U-24SCS-S,A-LAN,NEW,22.39,2,ON-SITE,Alantec FOP-1U-24SCS-S patch panel accessory
FOI-SCA-9SM-2-G657A,ALANTEC,NEW,1.07,46,ON-SITE,Alantec Pigtail SM 1J 9/125 (G.657.A1) SC/APC connector length 2 m ‘EASY STRIP’ - smallest available bending radius (FOI-SCA-9SM-2-G657A)
UACC-DAC-SFP10-0.5M,UBIQUITI,NEW,12.56,200,ON-SITE,Ubiquiti UACC-DAC-SFP10-0.5M InfiniBand/fibre optic cable SFP+ Black
UACC-DAC-SFP10-1M,UBIQUITI,NEW,13.67,200,ON-SITE,Ubiquiti UACC-DAC-SFP10-1M InfiniBand/fibre optic cable SFP+ Black
UACC-OM-MM-10G-D-2,UBIQUITI,NEW,35.87,158,ON-SITE,Ubiquiti UACC-OM-MM-10G-D-2 network transceiver module Fiber optic 10000 Mbit/s 850 nm
UACC-OM-SM-10G-D-2,UBIQUITI,NEW,78.81,135,ON-SITE,Ubiquiti UACC-OM-SM-10G-D-2 network transceiver module Fiber optic 10000 Mbit/s SFP+ 1310 nm
UACC-DAC-SFP10-3M,UBIQUITI,NEW,18.43,68,ON-SITE,Ubiquiti UACC-DAC-SFP10-3M InfiniBand/fibre optic cable SFP+ Black
UACC-CM-RJ45-MG,UBIQUITI,NEW,62.5,65,ON-SITE,Ubiquiti UACC-CM-RJ45-MG network transceiver module Copper 10000 Mbit/s SFP+
UACC-OM-SM-10G-S-2,UBIQUITI,NEW,147.61,41,ON-SITE,Ubiquiti UACC-OM-SM-10G-S-2 network transceiver module Fiber optic 10000 Mbit/s
UACC-DAC-SFP28-0.5M,UBIQUITI,NEW,21.92,31,ON-SITE,Ubiquiti UACC-DAC-SFP28-0.5M InfiniBand/fibre optic cable Black
UACC-OM-SM-1G-S-2,UBIQUITI,NEW,21.32,28,ON-SITE,Ubiquiti UACC-OM-SM-1G-S-2 network transceiver module Fiber optic 1250 Mbit/s SFP
UACC-AOC-SFP10-10M,UBIQUITI,NEW,40.88,28,ON-SITE,Ubiquiti UACC-AOC-SFP10-10M InfiniBand/fibre optic cable SFP+ Aqua colour
UACC-DAC-SFP28-1M,UBIQUITI,NEW,22.51,20,ON-SITE,Ubiquiti UACC-DAC-SFP28-1M InfiniBand/fibre optic cable Black
S-31DLC20D,MikroTik,NEW,17.32,18,ON-SITE,Mikrotik S-31DLC20D network transceiver module 1250 Mbit/s SFP 1310 nm
UACC-CM-RJ45-1G,UBIQUITI,NEW,15.87,17,ON-SITE,Ubiquiti UACC-CM-RJ45-1G network transceiver module Copper 1000 Mbit/s RJ-45
DAC10G-3M-ZZ0103F,ZyXEL,NEW,46.58,6,ON-SITE,Zyxel DAC10G-3M InfiniBand/fibre optic cable SFP+ Black
UACC-DAC-SFP28-3M,UBIQUITI,NEW,31.72,5,ON-SITE,Ubiquiti UACC-DAC-SFP28-3M InfiniBand/fibre optic cable Black
S+85DLC03D,MikroTik,NEW,43.31,5,ON-SITE,Mikrotik S+85DLC03D network transceiver module Fiber optic 10000 Mbit/s SFP+ 850 nm
SFP10G-LR-ZZ0101F,ZyXEL,NEW,233.69,4,ON-SITE,Zyxel SFP10G-LR network transceiver module Fiber optic 10000 Mbit/s SFP+ 1310 nm
DAC10G-1M-ZZ0103F,ZyXEL,NEW,27.64,2,ON-SITE,Zyxel DAC10G-1M-ZZ0103F InfiniBand/fibre optic cable SFP+ Black
UACC-AOC-SFP28-10M,UBIQUITI,NEW,53.16,2,ON-SITE,Ubiquiti UACC-AOC-SFP28-10M InfiniBand/fibre optic cable Aqua colour
UACC-OM-MM-1G-D-2,UBIQUITI,NEW,15.8,1,ON-SITE,Ubiquiti UACC-OM-MM-1G-D-2 network transceiver module Fiber optic 1250 Mbit/s SFP
S+RJ10,MikroTik,NEW,48.73,1,ON-SITE,Mikrotik S+RJ10 network transceiver module 10000 Mbit/s SFP+
GS108GE,NETGEAR,NEW,25.26,93,ON-SITE,NETGEAR GS108GE network switch Unmanaged Gigabit Ethernet (10/100/1000) Blue
GS-105BV5-EU0101F,ZyXEL,NEW,12.29,51,ON-SITE,Zyxel GS-105BV5-EU0101F network switch Unmanaged L2 Gigabit Ethernet (10/100/1000)
GS105GE,NETGEAR,NEW,20.09,44,ON-SITE,NETGEAR GS105 Unmanaged Gigabit Ethernet (10/100/1000) Blue
GS-108BV5-EU0101F,ZyXEL,NEW,17.62,43,ON-SITE,Zyxel GS-108BV5-EU0101F network switch Unmanaged L2 Gigabit Ethernet (10/100/1000)
XMG-105HP-EU0101F,ZyXEL,NEW,103.34,40,ON-SITE,Zyxel XMG-105HP Unmanaged 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE) Silver
XMG-108HP-EU0101F,ZyXEL,NEW,127.99,25,ON-SITE,Zyxel XMG-108HP Unmanaged 2.5G Ethernet (100/1000/2500) Power over Ethernet (PoE)
GS105E-200PES,NETGEAR,NEW,27.5,24,ON-SITE,NETGEAR GS105E-200PES network switch Managed L2/L3 Gigabit Ethernet (10/100/1000) Grey
GS305-300PES,NETGEAR,NEW,17.97,21,ON-SITE,NETGEAR GS305 Unmanaged L2 Gigabit Ethernet (10/100/1000) Black
